product_id,product_title,handle,status,productType,vendor,tags,product_createdAt,product_updatedAt,product_publishedAt,totalInventory,featuredImageUrl,variant_id,variant_title,sku,barcode,price,priceCurrency,compareAtPrice,compareAtPriceCurrency,inventoryQuantity,variant_createdAt,variant_updatedAt
gid://shopify/Product/8492313968811,Mugs | Parche Animal  | Gatos Calle Libertad,mugs-parche-animal-gatos-calle-libertad,ACTIVE,,My Store,"Gatos Calle Libertad,Mugs,Negro,Parche Animal",2025-08-08T17:36:22Z,2025-08-09T05:36:32Z,2025-08-08T17:36:21Z,10,https://cdn.shopify.com/s/files/1/0717/1342/3531/files/download_edf171d8-15bb-422c-a92a-367cf405b997.jpg?v=1754674588,gid://shopify/ProductVariant/45501156524203,Negro,mugs-parche animal-gatos calle libertad-Negro,,69400.00,COP,,COP,10,2025-08-08T17:36:22Z,2025-08-08T17:36:27Z
gid://shopify/Product/8492312953003,Mugs | La Cité  | Gael,mugs-la-cite-gael,ACTIVE,,My Store,"Gael,La Cité,Mugs,Negro",2025-08-08T17:36:08Z,2025-08-09T05:36:36Z,2025-08-08T17:36:08Z,10,https://cdn.shopify.com/s/files/1/0717/1342/3531/files/download_36d7d657-ef8f-49e9-9999-66e996c8585e.jpg?v=1754674574,gid://shopify/ProductVariant/45501155410091,Negro,mugs-la cité-gael-Negro,,69400.00,COP,,COP,10,2025-08-08T17:36:08Z,2025-08-08T17:36:13Z
gid://shopify/Product/8492314853547,Mugs | Parche Animal  | Perros del Parkway,mugs-parche-animal-perros-del-parkway,ACTIVE,,My Store,"Mugs,Negro,Parche Animal,Perros del Parkway",2025-08-08T17:36:34Z,2025-08-09T05:36:45Z,2025-08-08T17:36:34Z,10,https://cdn.shopify.com/s/files/1/0717/1342/3531/files/download_a4d8b58d-55a5-47a4-9fab-efbdd2ee2b14.jpg?v=1754674600,gid://shopify/ProductVariant/45501157867691,Negro,mugs-parche animal-perros del parkway-Negro,,69400.00,COP,,COP,10,2025-08-08T17:36:34Z,2025-08-08T17:36:40Z
gid://shopify/Product/8492314984619,Mugs | Parche Animal  | Perros parque del Brasil,mugs-parche-animal-perros-parque-del-brasil,ACTIVE,,My Store,"Mugs,Negro,Parche Animal,Perros parque del Brasil",2025-08-08T17:36:36Z,2025-08-09T05:36:49Z,2025-08-08T17:36:36Z,10,https://cdn.shopify.com/s/files/1/0717/1342/3531/files/download_b638025d-91a6-40ff-9996-a8499709e249.jpg?v=1754674603,gid://shopify/ProductVariant/45501157998763,Negro,mugs-parche animal-perros parque del brasil-Negro,,69400.00,COP,,COP,10,2025-08-08T17:36:37Z,2025-08-08T17:36:42Z
gid://shopify/Product/8492315213995,Mugs | Primavera | Flores,mugs-primavera-flores,ACTIVE,,My Store,"Flores,Mugs,Negro,Primavera",2025-08-08T17:36:41Z,2025-08-09T05:36:53Z,2025-08-08T17:36:41Z,10,https://cdn.shopify.com/s/files/1/0717/1342/3531/files/download_39cdf9cf-9d1d-41be-a890-45a68a4f7d50.jpg?v=1754674607,gid://shopify/ProductVariant/45501158260907,Negro,mugs-primavera-flores-Negro,,69400.00,COP,,COP,10,2025-08-08T17:36:41Z,2025-08-08T17:36:47Z
gid://shopify/Product/8492315410603,Mugs | Primavera | Mila,mugs-primavera-mila,ACTIVE,,My Store,"Mila,Mugs,Negro,Primavera",2025-08-08T17:36:43Z,2025-08-09T05:36:57Z,2025-08-08T17:36:43Z,10,https://cdn.shopify.com/s/files/1/0717/1342/3531/files/download_d9750dae-9fb3-48e9-93e1-cb5eb40f4ce5.jpg?v=1754674611,gid://shopify/ProductVariant/45501159145643,Negro,mugs-primavera-mila-Negro,,69400.00,COP,,COP,10,2025-08-08T17:36:44Z,2025-08-08T17:36:51Z
gid://shopify/Product/8492315672747,Mugs | Prmavera | Nina,mugs-prmavera-nina,ACTIVE,,My Store,"Mugs,Negro,Nina,Prmavera",2025-08-08T17:36:47Z,2025-08-09T05:36:58Z,2025-08-08T17:36:47Z,10,https://cdn.shopify.com/s/files/1/0717/1342/3531/files/download_c0538d3e-3d3d-46c1-a015-bcf2fa9417ce.jpg?v=1754674613,gid://shopify/ProductVariant/45501159375019,Negro,mugs-prmavera-nina-Negro,,69400.00,COP,,COP,10,2025-08-08T17:36:47Z,2025-08-08T17:36:53Z
gid://shopify/Product/8492315934891,Mugs | Thoughts & Dots  | Leo,mugs-thoughts-dots-leo,ACTIVE,,My Store,"Leo,Mugs,Negro,Thoughts & Dots",2025-08-08T17:36:51Z,2025-08-09T05:37:03Z,2025-08-08T17:36:51Z,10,https://cdn.shopify.com/s/files/1/0717/1342/3531/files/download_4af939bc-7650-4c19-a007-de767be3e7db.jpg?v=1754674617,gid://shopify/ProductVariant/45501159866539,Negro,mugs-thoughts & dots-leo-Negro,,69400.00,COP,,COP,10,2025-08-08T17:36:51Z,2025-08-08T17:36:57Z
gid://shopify/Product/8492316065963,Mugs | Thoughts & Dots  | Pepa,mugs-thoughts-dots-pepa,ACTIVE,,My Store,"Mugs,Negro,Pepa,Thoughts & Dots",2025-08-08T17:36:53Z,2025-08-09T05:37:03Z,2025-08-08T17:36:53Z,10,https://cdn.shopify.com/s/files/1/0717/1342/3531/files/download_d6baa486-b6f4-4576-a691-d8be49ac535f.jpg?v=1754674618,gid://shopify/ProductVariant/45501160784043,Negro,mugs-thoughts & dots-pepa-Negro,,69400.00,COP,,COP,10,2025-08-08T17:36:53Z,2025-08-08T17:36:58Z
gid://shopify/Product/8492316557483,Mugs | Vitrinas  | Abi,mugs-vitrinas-abi,ACTIVE,,My Store,"Abi,Mugs,Negro,Vitrinas",2025-08-08T17:37:00Z,2025-08-09T05:37:13Z,2025-08-08T17:37:00Z,10,https://cdn.shopify.com/s/files/1/0717/1342/3531/files/download_db9ffd49-5668-462e-9bd3-d4c46d899fc7.jpg?v=1754674627,gid://shopify/ProductVariant/45501161537707,Negro,mugs-vitrinas-abi-Negro,,69400.00,COP,,COP,10,2025-08-08T17:37:01Z,2025-08-08T17:37:07Z
gid://shopify/Product/8492316655787,Mugs | Vitrinas  | Frida,mugs-vitrinas-frida,ACTIVE,,My Store,"Frida,Mugs,Negro,Vitrinas",2025-08-08T17:37:02Z,2025-08-09T05:37:18Z,2025-08-08T17:37:02Z,50,https://cdn.shopify.com/s/files/1/0717/1342/3531/files/download_e057bf91-bee0-40a5-8552-7d36bf9612c2.jpg?v=1754674629,gid://shopify/ProductVariant/45501161603243,Negro,mugs-vitrinas-frida-Negro,,69400.00,COP,,COP,10,2025-08-08T17:37:02Z,2025-08-08T17:37:08Z
gid://shopify/Product/8492316655787,Mugs | Vitrinas  | Frida,mugs-vitrinas-frida,ACTIVE,,My Store,"Frida,Mugs,Negro,Vitrinas",2025-08-08T17:37:02Z,2025-08-09T05:37:18Z,2025-08-08T17:37:02Z,50,https://cdn.shopify.com/s/files/1/0717/1342/3531/files/download_e057bf91-bee0-40a5-8552-7d36bf9612c2.jpg?v=1754674629,gid://shopify/ProductVariant/45501161636011,Rojo,mugs-vitrinas-frida-Rojo,,69400.00,COP,,COP,10,2025-08-08T17:37:02Z,2025-08-08T17:37:08Z
gid://shopify/Product/8492316655787,Mugs | Vitrinas  | Frida,mugs-vitrinas-frida,ACTIVE,,My Store,"Frida,Mugs,Negro,Vitrinas",2025-08-08T17:37:02Z,2025-08-09T05:37:18Z,2025-08-08T17:37:02Z,50,https://cdn.shopify.com/s/files/1/0717/1342/3531/files/download_e057bf91-bee0-40a5-8552-7d36bf9612c2.jpg?v=1754674629,gid://shopify/ProductVariant/45501161668779,Verde,mugs-vitrinas-frida-Verde,,69400.00,COP,,COP,10,2025-08-08T17:37:02Z,2025-08-08T17:37:08Z
gid://shopify/Product/8492316655787,Mugs | Vitrinas  | Frida,mugs-vitrinas-frida,ACTIVE,,My Store,"Frida,Mugs,Negro,Vitrinas",2025-08-08T17:37:02Z,2025-08-09T05:37:18Z,2025-08-08T17:37:02Z,50,https://cdn.shopify.com/s/files/1/0717/1342/3531/files/download_e057bf91-bee0-40a5-8552-7d36bf9612c2.jpg?v=1754674629,gid://shopify/ProductVariant/45501161701547,Morado,mugs-vitrinas-frida-Morado,,69400.00,COP,,COP,10,2025-08-08T17:37:02Z,2025-08-08T17:37:09Z
gid://shopify/Product/8492316655787,Mugs | Vitrinas  | Frida,mugs-vitrinas-frida,ACTIVE,,My Store,"Frida,Mugs,Negro,Vitrinas",2025-08-08T17:37:02Z,2025-08-09T05:37:18Z,2025-08-08T17:37:02Z,50,https://cdn.shopify.com/s/files/1/0717/1342/3531/files/download_e057bf91-bee0-40a5-8552-7d36bf9612c2.jpg?v=1754674629,gid://shopify/ProductVariant/45501161734315,Azul,mugs-vitrinas-frida-Azul,,69400.00,COP,,COP,10,2025-08-08T17:37:02Z,2025-08-08T17:37:09Z
gid://shopify/Product/8492316819627,Mugs | Vitrinas  | Nil,mugs-vitrinas-nil,ACTIVE,,My Store,"Mugs,Negro,Nil,Vitrinas",2025-08-08T17:37:06Z,2025-08-09T05:37:24Z,2025-08-08T17:37:06Z,50,https://cdn.shopify.com/s/files/1/0717/1342/3531/files/download_372f53a6-a3ef-4a19-a7f8-17537678d753.jpg?v=1754674633,gid://shopify/ProductVariant/45501162029227,Negro,mugs-vitrinas-nil-Negro,,69400.00,COP,,COP,10,2025-08-08T17:37:07Z,2025-08-08T17:37:13Z
gid://shopify/Product/8492316819627,Mugs | Vitrinas  | Nil,mugs-vitrinas-nil,ACTIVE,,My Store,"Mugs,Negro,Nil,Vitrinas",2025-08-08T17:37:06Z,2025-08-09T05:37:24Z,2025-08-08T17:37:06Z,50,https://cdn.shopify.com/s/files/1/0717/1342/3531/files/download_372f53a6-a3ef-4a19-a7f8-17537678d753.jpg?v=1754674633,gid://shopify/ProductVariant/45501162061995,Rojo,mugs-vitrinas-nil-Rojo,,69400.00,COP,,COP,10,2025-08-08T17:37:07Z,2025-08-08T17:37:12Z
gid://shopify/Product/8492316819627,Mugs | Vitrinas  | Nil,mugs-vitrinas-nil,ACTIVE,,My Store,"Mugs,Negro,Nil,Vitrinas",2025-08-08T17:37:06Z,2025-08-09T05:37:24Z,2025-08-08T17:37:06Z,50,https://cdn.shopify.com/s/files/1/0717/1342/3531/files/download_372f53a6-a3ef-4a19-a7f8-17537678d753.jpg?v=1754674633,gid://shopify/ProductVariant/45501162094763,Verde,mugs-vitrinas-nil-Verde,,69400.00,COP,,COP,10,2025-08-08T17:37:07Z,2025-08-08T17:37:13Z
gid://shopify/Product/8492316819627,Mugs | Vitrinas  | Nil,mugs-vitrinas-nil,ACTIVE,,My Store,"Mugs,Negro,Nil,Vitrinas",2025-08-08T17:37:06Z,2025-08-09T05:37:24Z,2025-08-08T17:37:06Z,50,https://cdn.shopify.com/s/files/1/0717/1342/3531/files/download_372f53a6-a3ef-4a19-a7f8-17537678d753.jpg?v=1754674633,gid://shopify/ProductVariant/45501162127531,Morado,mugs-vitrinas-nil-Morado,,69400.00,COP,,COP,10,2025-08-08T17:37:07Z,2025-08-08T17:37:13Z
gid://shopify/Product/8492316819627,Mugs | Vitrinas  | Nil,mugs-vitrinas-nil,ACTIVE,,My Store,"Mugs,Negro,Nil,Vitrinas",2025-08-08T17:37:06Z,2025-08-09T05:37:24Z,2025-08-08T17:37:06Z,50,https://cdn.shopify.com/s/files/1/0717/1342/3531/files/download_372f53a6-a3ef-4a19-a7f8-17537678d753.jpg?v=1754674633,gid://shopify/ProductVariant/45501162160299,Azul,mugs-vitrinas-nil-Azul,,69400.00,COP,,COP,10,2025-08-08T17:37:07Z,2025-08-08T17:37:13Z
gid://shopify/Product/8492316917931,Mugs | Vitrinas  | Sol,mugs-vitrinas-sol,ACTIVE,,My Store,"Mugs,Negro,Sol,Vitrinas",2025-08-08T17:37:08Z,2025-08-09T05:37:25Z,2025-08-08T17:37:08Z,50,https://cdn.shopify.com/s/files/1/0717/1342/3531/files/download_3bd59232-77af-4b49-9ac2-e0bbd47d0a71.jpg?v=1754674635,gid://shopify/ProductVariant/45501162291371,Negro,mugs-vitrinas-sol-Negro,,69400.00,COP,,COP,10,2025-08-08T17:37:09Z,2025-08-08T17:37:14Z
gid://shopify/Product/8492316917931,Mugs | Vitrinas  | Sol,mugs-vitrinas-sol,ACTIVE,,My Store,"Mugs,Negro,Sol,Vitrinas",2025-08-08T17:37:08Z,2025-08-09T05:37:25Z,2025-08-08T17:37:08Z,50,https://cdn.shopify.com/s/files/1/0717/1342/3531/files/download_3bd59232-77af-4b49-9ac2-e0bbd47d0a71.jpg?v=1754674635,gid://shopify/ProductVariant/45501162324139,Rojo,mugs-vitrinas-sol-Rojo,,69400.00,COP,,COP,10,2025-08-08T17:37:09Z,2025-08-08T17:37:15Z
gid://shopify/Product/8492316917931,Mugs | Vitrinas  | Sol,mugs-vitrinas-sol,ACTIVE,,My Store,"Mugs,Negro,Sol,Vitrinas",2025-08-08T17:37:08Z,2025-08-09T05:37:25Z,2025-08-08T17:37:08Z,50,https://cdn.shopify.com/s/files/1/0717/1342/3531/files/download_3bd59232-77af-4b49-9ac2-e0bbd47d0a71.jpg?v=1754674635,gid://shopify/ProductVariant/45501162356907,Verde,mugs-vitrinas-sol-Verde,,69400.00,COP,,COP,10,2025-08-08T17:37:09Z,2025-08-08T17:37:14Z
gid://shopify/Product/8492316917931,Mugs | Vitrinas  | Sol,mugs-vitrinas-sol,ACTIVE,,My Store,"Mugs,Negro,Sol,Vitrinas",2025-08-08T17:37:08Z,2025-08-09T05:37:25Z,2025-08-08T17:37:08Z,50,https://cdn.shopify.com/s/files/1/0717/1342/3531/files/download_3bd59232-77af-4b49-9ac2-e0bbd47d0a71.jpg?v=1754674635,gid://shopify/ProductVariant/45501162389675,Morado,mugs-vitrinas-sol-Morado,,69400.00,COP,,COP,10,2025-08-08T17:37:09Z,2025-08-08T17:37:15Z
gid://shopify/Product/8492316917931,Mugs | Vitrinas  | Sol,mugs-vitrinas-sol,ACTIVE,,My Store,"Mugs,Negro,Sol,Vitrinas",2025-08-08T17:37:08Z,2025-08-09T05:37:25Z,2025-08-08T17:37:08Z,50,https://cdn.shopify.com/s/files/1/0717/1342/3531/files/download_3bd59232-77af-4b49-9ac2-e0bbd47d0a71.jpg?v=1754674635,gid://shopify/ProductVariant/45501162422443,Azul,mugs-vitrinas-sol-Azul,,69400.00,COP,,COP,10,2025-08-08T17:37:09Z,2025-08-08T17:37:14Z
gid://shopify/Product/8492317343915,Platos | Texturas Aleatorias | Plantas verdes,platos-texturas-aleatorias-plantas-verdes,ACTIVE,,My Store,"Plantas verdes,Platos,Texturas Aleatorias,Verde",2025-08-08T17:37:15Z,2025-08-09T05:37:27Z,2025-08-08T17:37:15Z,10,https://cdn.shopify.com/s/files/1/0717/1342/3531/files/download_6eba4bbb-6942-44e9-9a07-1439bd44338e.jpg?v=1754674641,gid://shopify/ProductVariant/45501163012267,Verde,platos-texturas aleatorias-plantas verdes-Verde,,77400.00,COP,,COP,10,2025-08-08T17:37:15Z,2025-08-08T17:37:20Z
gid://shopify/Product/8492317802667,Platos Pequeños | Beat | Beat set,platos-pequenos-beat-beat-set,ACTIVE,,My Store,"Beat,Beat set,Multicolor,Platos Pequeños",2025-08-08T17:37:23Z,2025-08-09T05:37:32Z,2025-08-08T17:37:23Z,10,https://cdn.shopify.com/s/files/1/0717/1342/3531/files/download_17b9cb58-1703-409c-a3c4-1f8ab953d3e3.jpg?v=1754674648,gid://shopify/ProductVariant/45501163536555,Multicolor,platos pequeños-beat-beat set-Multicolor,,52226.00,COP,,COP,10,2025-08-08T17:37:23Z,2025-08-08T17:37:27Z
gid://shopify/Product/8492318064811,Platos Medianos | Hamsa Vibes | Plato Hamsa amarilla,platos-medianos-hamsa-vibes-plato-hamsa-amarilla,ACTIVE,,My Store,"Amarillo azul,Hamsa Vibes,Plato Hamsa amarilla,Platos Medianos",2025-08-08T17:37:27Z,2025-08-09T05:37:39Z,2025-08-08T17:37:27Z,10,https://cdn.shopify.com/s/files/1/0717/1342/3531/files/download_d343192e-03ca-4d88-8961-1930dcb06ab7.jpg?v=1754674654,gid://shopify/ProductVariant/45501163864235,Amarillo azul,platos medianos-hamsa vibes-plato hamsa amarilla-Amarillo azul,,67400.00,COP,,COP,10,2025-08-08T17:37:28Z,2025-08-08T17:37:33Z
gid://shopify/Product/8492318228651,Platos Medianos | Hamsa Vibes | Plato Hamsa azul,platos-medianos-hamsa-vibes-plato-hamsa-azul,ACTIVE,,My Store,"Azul con amarillo,Hamsa Vibes,Plato Hamsa azul,Platos Medianos",2025-08-08T17:37:29Z,2025-08-09T05:37:39Z,2025-08-08T17:37:29Z,10,https://cdn.shopify.com/s/files/1/0717/1342/3531/files/download_7548a722-c1a4-4a57-a63c-ac429ce9f267.jpg?v=1754674654,gid://shopify/ProductVariant/45501164191915,Azul con amarillo,platos medianos-hamsa vibes-plato hamsa azul-Azul con amarillo,,67400.00,COP,,COP,10,2025-08-08T17:37:29Z,2025-08-08T17:37:34Z
gid://shopify/Product/8492313313451,Mugs | La Cité  | Luca,mugs-la-cite-luca,ACTIVE,,My Store,"La Cité,Luca,Mugs,Negro",2025-08-08T17:36:13Z,2025-08-09T05:50:14Z,2025-08-08T17:36:12Z,10,https://cdn.shopify.com/s/files/1/0717/1342/3531/files/download_f7fca050-6ff7-4352-a03e-6727979542e4.jpg?v=1754674579,gid://shopify/ProductVariant/45501155803307,Negro,mugs-la cité-luca-Negro,,69400.00,COP,,COP,10,2025-08-08T17:36:13Z,2025-08-08T17:36:18Z
gid://shopify/Product/8492313772203,Mugs | Parche Animal  | Gatos Calle del Embudo,mugs-parche-animal-gatos-calle-del-embudo,ACTIVE,,My Store,"Gatos Calle del Embudo,Mugs,Negro,Parche Animal",2025-08-08T17:36:20Z,2025-08-09T05:50:22Z,2025-08-08T17:36:20Z,10,https://cdn.shopify.com/s/files/1/0717/1342/3531/files/download_ea51c217-7f0e-49aa-b924-39bb761224bf.jpg?v=1754674586,gid://shopify/ProductVariant/45501156360363,Negro,mugs-parche animal-gatos calle del embudo-Negro,,69400.00,COP,,COP,10,2025-08-08T17:36:20Z,2025-08-08T17:36:25Z
gid://shopify/Product/8492313575595,Mugs | Parche Animal  | Apa,mugs-parche-animal-apa,ACTIVE,,My Store,"Apa,Mugs,Negro,Parche Animal",2025-08-08T17:36:17Z,2025-08-09T05:50:24Z,2025-08-08T17:36:17Z,10,https://cdn.shopify.com/s/files/1/0717/1342/3531/files/download_94d4e634-6b06-4882-868c-98543f288cfa.jpg?v=1754674583,gid://shopify/ProductVariant/45501156065451,Negro,mugs-parche animal-apa-Negro,,69400.00,COP,,COP,10,2025-08-08T17:36:17Z,2025-08-08T17:36:23Z
gid://shopify/Product/8492313477291,Mugs | La Cité  | Pedro,mugs-la-cite-pedro,ACTIVE,,My Store,"La Cité,Mugs,Negro,Pedro",2025-08-08T17:36:15Z,2025-08-09T05:50:25Z,2025-08-08T17:36:15Z,10,https://cdn.shopify.com/s/files/1/0717/1342/3531/files/download_1869b51c-cd53-496f-af01-49ce10577897.jpg?v=1754674581,gid://shopify/ProductVariant/45501155967147,Negro,mugs-la cité-pedro-Negro,,69400.00,COP,,COP,10,2025-08-08T17:36:16Z,2025-08-08T17:36:21Z
gid://shopify/Product/8492314394795,Mugs | Parche Animal  | Orejas,mugs-parche-animal-orejas,ACTIVE,,My Store,"Mugs,Negro,Orejas,Parche Animal",2025-08-08T17:36:28Z,2025-08-09T05:50:32Z,2025-08-08T17:36:28Z,10,https://cdn.shopify.com/s/files/1/0717/1342/3531/files/download_b47f17b4-7a34-4426-9b96-74fde453a038.jpg?v=1754674594,gid://shopify/ProductVariant/45501157179563,Negro,mugs-parche animal-orejas-Negro,,69400.00,COP,,COP,10,2025-08-08T17:36:28Z,2025-08-08T17:36:33Z
gid://shopify/Product/8492315771051,Mugs | Thoughts & Dots  | Alma,mugs-thoughts-dots-alma,ACTIVE,,My Store,"Alma,Mugs,Negro,Thoughts & Dots",2025-08-08T17:36:48Z,2025-08-09T05:51:04Z,2025-08-08T17:36:48Z,10,https://cdn.shopify.com/s/files/1/0717/1342/3531/files/download_e2d5f924-f775-48d2-80dd-1500ba00213e.jpg?v=1754674615,gid://shopify/ProductVariant/45501159669931,Negro,mugs-thoughts & dots-alma-Negro,,69400.00,COP,,COP,10,2025-08-08T17:36:48Z,2025-08-08T17:36:54Z
gid://shopify/Product/8492317114539,Mugs | Vitrinas  | Tabata,mugs-vitrinas-tabata,ACTIVE,,My Store,"Mugs,Negro,Tabata,Vitrinas",2025-08-08T17:37:11Z,2025-08-09T05:55:09Z,2025-08-08T17:37:11Z,50,https://cdn.shopify.com/s/files/1/0717/1342/3531/files/download_d9d84117-4aaa-411a-8789-b47da51e430a.jpg?v=1754674638,gid://shopify/ProductVariant/45501162619051,Negro,mugs-vitrinas-tabata-Negro,,69400.00,COP,,COP,10,2025-08-08T17:37:11Z,2025-08-08T17:37:17Z
gid://shopify/Product/8492317114539,Mugs | Vitrinas  | Tabata,mugs-vitrinas-tabata,ACTIVE,,My Store,"Mugs,Negro,Tabata,Vitrinas",2025-08-08T17:37:11Z,2025-08-09T05:55:09Z,2025-08-08T17:37:11Z,50,https://cdn.shopify.com/s/files/1/0717/1342/3531/files/download_d9d84117-4aaa-411a-8789-b47da51e430a.jpg?v=1754674638,gid://shopify/ProductVariant/45501162651819,Rojo,mugs-vitrinas-tabata-Rojo,,69400.00,COP,,COP,10,2025-08-08T17:37:11Z,2025-08-08T17:37:18Z
gid://shopify/Product/8492317114539,Mugs | Vitrinas  | Tabata,mugs-vitrinas-tabata,ACTIVE,,My Store,"Mugs,Negro,Tabata,Vitrinas",2025-08-08T17:37:11Z,2025-08-09T05:55:09Z,2025-08-08T17:37:11Z,50,https://cdn.shopify.com/s/files/1/0717/1342/3531/files/download_d9d84117-4aaa-411a-8789-b47da51e430a.jpg?v=1754674638,gid://shopify/ProductVariant/45501162684587,Verde,mugs-vitrinas-tabata-Verde,,69400.00,COP,,COP,10,2025-08-08T17:37:11Z,2025-08-08T17:37:18Z
gid://shopify/Product/8492317114539,Mugs | Vitrinas  | Tabata,mugs-vitrinas-tabata,ACTIVE,,My Store,"Mugs,Negro,Tabata,Vitrinas",2025-08-08T17:37:11Z,2025-08-09T05:55:09Z,2025-08-08T17:37:11Z,50,https://cdn.shopify.com/s/files/1/0717/1342/3531/files/download_d9d84117-4aaa-411a-8789-b47da51e430a.jpg?v=1754674638,gid://shopify/ProductVariant/45501162717355,Morado,mugs-vitrinas-tabata-Morado,,69400.00,COP,,COP,10,2025-08-08T17:37:11Z,2025-08-08T17:37:17Z
gid://shopify/Product/8492317114539,Mugs | Vitrinas  | Tabata,mugs-vitrinas-tabata,ACTIVE,,My Store,"Mugs,Negro,Tabata,Vitrinas",2025-08-08T17:37:11Z,2025-08-09T05:55:09Z,2025-08-08T17:37:11Z,50,https://cdn.shopify.com/s/files/1/0717/1342/3531/files/download_d9d84117-4aaa-411a-8789-b47da51e430a.jpg?v=1754674638,gid://shopify/ProductVariant/45501162750123,Azul,mugs-vitrinas-tabata-Azul,,69400.00,COP,,COP,10,2025-08-08T17:37:11Z,2025-08-08T17:37:17Z
gid://shopify/Product/8492317540523,Platos | Texturas Aleatorias | Punteado Negro,platos-texturas-aleatorias-punteado-negro,ACTIVE,,My Store,"Negro,Platos,Punteado Negro,Texturas Aleatorias",2025-08-08T17:37:18Z,2025-08-09T06:06:44Z,2025-08-08T17:37:18Z,10,https://cdn.shopify.com/s/files/1/0717/1342/3531/files/download_e320ef75-d7b5-49a2-a505-0e5aeb0f5e5d.jpg?v=1754674644,gid://shopify/ProductVariant/45501163208875,Negro,platos-texturas aleatorias-punteado negro-Negro,,77400.00,COP,,COP,10,2025-08-08T17:37:18Z,2025-08-08T17:37:24Z
gid://shopify/Product/8492316721323,Mugs | Vitrinas  | Ikaro,mugs-vitrinas-ikaro,ACTIVE,,My Store,"Ikaro,Mugs,Negro,Vitrinas",2025-08-08T17:37:04Z,2025-08-09T06:06:59Z,2025-08-08T17:37:04Z,50,https://cdn.shopify.com/s/files/1/0717/1342/3531/files/download_c377417f-3236-4604-b7f9-27d2091345e1.jpg?v=1754674631,gid://shopify/ProductVariant/45501161832619,Negro,mugs-vitrinas-ikaro-Negro,,69400.00,COP,,COP,10,2025-08-08T17:37:05Z,2025-08-08T17:37:10Z
gid://shopify/Product/8492316721323,Mugs | Vitrinas  | Ikaro,mugs-vitrinas-ikaro,ACTIVE,,My Store,"Ikaro,Mugs,Negro,Vitrinas",2025-08-08T17:37:04Z,2025-08-09T06:06:59Z,2025-08-08T17:37:04Z,50,https://cdn.shopify.com/s/files/1/0717/1342/3531/files/download_c377417f-3236-4604-b7f9-27d2091345e1.jpg?v=1754674631,gid://shopify/ProductVariant/45501161865387,Rojo,mugs-vitrinas-ikaro-Rojo,,69400.00,COP,,COP,10,2025-08-08T17:37:05Z,2025-08-08T17:37:10Z
gid://shopify/Product/8492316721323,Mugs | Vitrinas  | Ikaro,mugs-vitrinas-ikaro,ACTIVE,,My Store,"Ikaro,Mugs,Negro,Vitrinas",2025-08-08T17:37:04Z,2025-08-09T06:06:59Z,2025-08-08T17:37:04Z,50,https://cdn.shopify.com/s/files/1/0717/1342/3531/files/download_c377417f-3236-4604-b7f9-27d2091345e1.jpg?v=1754674631,gid://shopify/ProductVariant/45501161898155,Verde,mugs-vitrinas-ikaro-Verde,,69400.00,COP,,COP,10,2025-08-08T17:37:05Z,2025-08-08T17:37:11Z
gid://shopify/Product/8492316721323,Mugs | Vitrinas  | Ikaro,mugs-vitrinas-ikaro,ACTIVE,,My Store,"Ikaro,Mugs,Negro,Vitrinas",2025-08-08T17:37:04Z,2025-08-09T06:06:59Z,2025-08-08T17:37:04Z,50,https://cdn.shopify.com/s/files/1/0717/1342/3531/files/download_c377417f-3236-4604-b7f9-27d2091345e1.jpg?v=1754674631,gid://shopify/ProductVariant/45501161930923,Morado,mugs-vitrinas-ikaro-Morado,,69400.00,COP,,COP,10,2025-08-08T17:37:05Z,2025-08-08T17:37:10Z
gid://shopify/Product/8492316721323,Mugs | Vitrinas  | Ikaro,mugs-vitrinas-ikaro,ACTIVE,,My Store,"Ikaro,Mugs,Negro,Vitrinas",2025-08-08T17:37:04Z,2025-08-09T06:06:59Z,2025-08-08T17:37:04Z,50,https://cdn.shopify.com/s/files/1/0717/1342/3531/files/download_c377417f-3236-4604-b7f9-27d2091345e1.jpg?v=1754674631,gid://shopify/ProductVariant/45501161963691,Azul,mugs-vitrinas-ikaro-Azul,,69400.00,COP,,COP,10,2025-08-08T17:37:05Z,2025-08-08T17:37:10Z
gid://shopify/Product/8492317278379,Platos | Texturas Aleatorias | Plantas negras,platos-texturas-aleatorias-plantas-negras,ACTIVE,,My Store,"Negro,Plantas negras,Platos,Texturas Aleatorias",2025-08-08T17:37:13Z,2025-08-09T06:07:00Z,2025-08-08T17:37:13Z,10,https://cdn.shopify.com/s/files/1/0717/1342/3531/files/download_c94a6d85-d8d7-45c0-88f9-2b7f6ba1e123.jpg?v=1754674639,gid://shopify/ProductVariant/45501162913963,Negro,platos-texturas aleatorias-plantas negras-Negro,,77400.00,COP,,COP,10,2025-08-08T17:37:14Z,2025-08-08T17:37:18Z
